@relation scenarioA_data_1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}

@data
0.20791,0.65503,6
0.90028,0.34387,9
0.31055,0.32513,23
0.068249,0.74091,0
0.46845,0.4539,5
0.11606,0.9559,15
0.34877,0.24653,32
0.13341,0.13985,22
0.23434,0.5084,12
0.58633,0.21682,10
0.39638,0.17342,25
0.034336,0.34818,28
0.72877,0.30712,31
0.31056,0.32552,23
0.95109,0.77741,18
0.19494,0.90605,11
0.13303,0.80896,29
0.19515,0.65803,6
0.46708,0.45444,5
0.8997,0.34395,9
0.34125,0.24758,32
0.31054,0.32553,23
0.46971,0.45433,5
0.22746,0.50649,12
0.57163,0.22252,10
0.052491,0.11465,0
0.45928,0.81096,20
0.73045,0.30467,31
0.16106,0.14319,22
0.20338,0.65068,6
0.33841,0.2421,32
0.89919,0.34387,9
0.31057,0.32529,23
0.46777,0.45453,5
0.034715,0.35062,28
0.51688,0.3894,14
0.9543,0.76977,18
0.57939,0.21101,10
0.23301,0.50757,12
0.31052,0.32516,23
0.097292,0.40004,16
0.46682,0.45399,5
0.010304,0.83166,19
0.34552,0.24194,32
0.9035,0.94756,0
0.89905,0.34369,9
0.21945,0.64868,6
0.14896,0.44675,24
0.25262,0.2196,4
0.16012,0.4866,1
0.31061,0.32538,23
0.73041,0.3044,31
0.15243,0.14244,22
0.46886,0.45167,5
0.95087,0.769,18
0.038124,0.35144,28
0.57781,0.20575,10
0.23537,0.51394,12
0.3476,0.24538,32
0.31071,0.32527,23
0.21067,0.64518,6
0.46729,0.45372,5
0.11584,0.95614,15
0.13097,0.80729,29
0.89933,0.34365,9
0.15296,0.4636,17
0.31054,0.32524,23
0.57175,0.20475,10
0.33885,0.24508,32
0.79098,0.62237,0
0.95547,0.77233,18
0.033968,0.34985,28
0.23502,0.50594,12
0.46681,0.45405,5
0.7309,0.30525,31
0.1654,0.13394,22
0.1952,0.90606,11
0.21306,0.66453,6
0.31086,0.32588,23
0.39656,0.17362,25
0.46109,0.8158,20
0.89969,0.34398,9
0.467,0.45492,5
0.34329,0.2429,32
0.56477,0.21126,10
0.31046,0.32522,23
0.51789,0.38744,14
0.95321,0.76935,18
0.46695,0.4541,5
0.23301,0.50627,12
0.21523,0.65265,6
0.50305,0.60061,0
0.72787,0.3072,31
0.033041,0.3456,28
0.15958,0.13284,22
0.31047,0.32561,23
0.89964,0.34381,9
0.32769,0.23889,32
0.57136,0.21265,10
0.097716,0.3932,16
0.14822,0.4457,24
0.31062,0.32564,23
0.46714,0.45275,5
0.25624,0.2182,4
0.01045,0.83239,19
0.20193,0.65352,6
0.2332,0.50672,12
0.16039,0.48648,1
0.13103,0.80753,29
0.34278,0.23757,32
0.96111,0.77122,18
0.89984,0.34386,9
0.46905,0.45434,5
0.31055,0.32542,23
0.57507,0.21791,10
0.080632,0.41665,0
0.034863,0.35014,28
0.16105,0.13962,22
0.7295,0.30564,31
0.11617,0.95557,15
0.22237,0.64689,6
0.46761,0.45427,5
0.34466,0.24664,32
0.31054,0.32535,23
0.23527,0.51339,12
0.89998,0.34392,9
0.5736,0.21938,10
0.46268,0.82421,20
0.46921,0.4538,5
0.94939,0.76594,18
0.31051,0.32592,23
0.15309,0.46347,17
0.035696,0.35155,28
0.34268,0.24347,32
0.19659,0.66859,6
0.53593,1.0045,0
0.19531,0.90596,11
0.4685,0.4517,5
0.72902,0.30756,31
0.57547,0.22663,10
0.15883,0.14028,22
0.89913,0.34424,9
0.51704,0.39275,14
0.31055,0.32539,23
0.23617,0.50644,12
0.39631,0.17375,25
0.34982,0.24817,32
0.46791,0.45446,5
0.95174,0.77421,18
0.19658,0.64794,6
0.31078,0.3254,23
0.58689,0.21757,10
0.89956,0.34444,9
0.034784,0.35469,28
0.14767,0.44647,24
0.13053,0.80821,29
0.10035,0.39686,16
0.73005,0.30492,31
0.24149,0.51126,12
0.34124,0.24492,32
0.012813,0.61455,0
0.46663,0.45366,5
0.31053,0.32533,23
0.1599,0.13884,22
0.25486,0.21955,4
0.20514,0.657,6
0.16026,0.48635,1
0.56982,0.23281,10
0.0093523,0.83182,19
0.95103,0.77372,18
0.46797,0.45169,5
0.31078,0.32541,23
0.33685,0.24715,32
0.72996,0.30665,31
0.23302,0.50349,12
0.035465,0.35353,28
0.89932,0.34387,9
0.11489,0.95528,15
0.46739,0.45421,5
0.262,0.028719,0
0.20539,0.64908,6
0.31065,0.32515,23
0.57094,0.21588,10
0.15801,0.13896,22
0.462,0.81515,20
0.34198,0.24473,32
0.95125,0.76824,18
0.31053,0.32513,23
0.23103,0.50669,12
0.4695,0.45435,5
0.89959,0.34428,9
0.51762,0.38695,14
0.19547,0.9061,11
0.20958,0.65198,6
0.56807,0.22667,10
0.34064,0.24878,32
0.15304,0.46367,17
0.031665,0.35418,28
0.73092,0.30514,31
0.31056,0.32565,23
0.46855,0.45312,5
0.27217,0.30504,0
0.13201,0.80892,29
0.89979,0.34382,9
0.15217,0.13624,22
0.14999,0.44515,24
0.23465,0.50735,12
0.95082,0.76834,18
0.58258,0.21446,10
0.31054,0.32562,23
0.18999,0.66043,6
0.34198,0.24452,32
0.46737,0.45456,5
0.39642,0.17357,25
0.094065,0.38495,16
0.73025,0.30614,31
0.31056,0.32571,23
0.033848,0.35286,28
0.2566,0.21527,4
0.89949,0.34439,9
0.25559,0.46288,0
0.56398,0.22565,10
0.34152,0.2387,32
0.20646,0.64896,6
0.46661,0.45234,5
0.23226,0.50843,12
0.16036,0.48623,1
0.95588,0.76542,18
0.31071,0.32538,23
0.15908,0.13768,22
0.46666,0.45351,5
0.0081174,0.83228,19
0.58189,0.21918,10
0.72965,0.30727,31
0.33309,0.2396,32
0.89981,0.3447,9
0.11567,0.95538,15
0.44875,0.81526,20
0.31068,0.32533,23
0.20475,0.65776,6
0.03222,0.34601,28
0.23049,0.50833,12
0.71364,0.1485,0
0.51895,0.39376,14
0.46685,0.4535,5
0.95311,0.76979,18
0.31099,0.32553,23
0.57595,0.21314,10
0.35102,0.24395,32
0.13228,0.80744,29
0.89952,0.34474,9
0.15899,0.14009,22
0.205,0.65649,6
0.19501,0.90612,11
0.72836,0.30584,31
0.3107,0.32558,23
0.46672,0.45393,5
0.032159,0.35386,28
0.23202,0.50355,12
0.14861,0.44649,24
0.58279,0.23444,10
0.34207,0.24431,32
0.5062,0.21714,0
0.90007,0.34392,9
0.15305,0.46367,17
0.95426,0.76859,18
0.21162,0.66043,6
0.46789,0.4546,5
0.10396,0.39981,16
0.3327,0.24522,32
0.16097,0.13107,22
0.57444,0.21824,10
0.46655,0.45307,5
0.23627,0.50648,12
0.89933,0.34393,9
0.7307,0.30562,31
0.25343,0.22335,4
0.39654,0.17374,25
0.21334,0.65817,6
0.033687,0.34704,28
0.95346,0.7706,18
0.61822,0.71425,0
0.16013,0.48636,1
0.469,0.45445,5
0.33385,0.2438,32
0.89953,0.34445,9
0.46219,0.82424,20
0.57244,0.2147,10
0.0094271,0.83339,19
0.23229,0.50685,12
0.20187,0.65835,6
0.46753,0.45265,5
0.13271,0.80786,29
0.11628,0.95611,15
0.15505,0.12667,22
0.51693,0.38586,14
0.72858,0.30744,31
0.34458,0.24774,32
0.95026,0.76968,18
0.036102,0.35253,28
0.010369,0.10249,0
0.5592,0.22074,10
0.89987,0.34366,9
0.46651,0.45368,5
0.20665,0.65209,6
0.23714,0.50477,12
0.32782,0.25211,32
0.46626,0.4537,5
0.14883,0.44574,24
0.19506,0.90625,11
0.57609,0.21488,10
0.9529,0.76937,18
0.15913,0.14226,22
0.14689,0.70645,0
0.037107,0.35737,28
0.7286,0.30569,31
0.21549,0.66029,6
0.89876,0.34369,9
0.23164,0.50697,12
0.3451,0.24068,32
0.4687,0.45448,5
0.58273,0.20784,10
0.15295,0.46372,17
0.10056,0.39376,16
0.46643,0.45398,5
0.25916,0.21988,4
0.89924,0.34365,9
0.95264,0.77414,18
0.20726,0.65964,6
0.34307,0.24887,32
0.46426,0.81116,20
0.15716,0.13525,22
0.16039,0.48658,1
0.12945,0.80886,29
0.23212,0.50757,12
0.56501,0.22262,10
0.035876,0.34775,28
0.72883,0.30698,31
0.064895,0.018898,0
0.3967,0.17366,25
0.4676,0.45472,5
0.0098351,0.8335,19
0.51619,0.38973,14
0.21093,0.65483,6
0.3456,0.25258,32
0.11521,0.95535,15
0.46898,0.45357,5
0.89956,0.34371,9
0.5773,0.22185,10
0.95283,0.76977,18
0.23043,0.50585,12
0.72569,0.26337,0
0.46771,0.45463,5
0.15923,0.14205,22
0.032552,0.35017,28
0.73064,0.30431,31
0.34025,0.24857,32
0.1494,0.44647,24
0.2028,0.65797,6
0.58113,0.21305,10
0.89905,0.34384,9
0.22967,0.50669,12
0.19481,0.90613,11
0.95254,0.76828,18
0.46707,0.45451,5
0.34964,0.24117,32
0.22309,0.63613,6
0.037222,0.34601,28
0.57633,0.21305,10
0.026476,0.036067,0
0.15113,0.12825,22
0.72878,0.30553,31
0.13075,0.80707,29
0.099509,0.39868,16
0.46748,0.45558,5
0.23615,0.51401,12
0.3536,0.2428,32
0.90012,0.34409,9
0.46475,0.81537,20
0.2563,0.21722,4
0.95252,0.77101,18
0.46823,0.4522,5
0.15322,0.46343,17
0.57063,0.20708,10
0.21487,0.66063,6
0.16024,0.48637,1
0.5112,0.38202,14
0.03275,0.34888,28
0.33947,0.24704,32
0.31211,0.50797,0
0.46698,0.45383,5
0.15739,0.13826,22
0.89957,0.34364,9
0.72909,0.3058,31
0.0091393,0.83274,19
0.23523,0.50758,12
0.58641,0.22572,10
0.39636,0.17332,25
0.19574,0.65617,6
0.11592,0.95636,15
0.954,0.76873,18
0.46789,0.45547,5
0.33738,0.24496,32
0.14912,0.44468,24
0.89969,0.34454,9
0.23102,0.50581,12
0.73047,0.30542,31
0.032097,0.34938,28
0.64355,0.74645,0
0.4672,0.45428,5
0.20455,0.65211,6
0.56702,0.21718,10
0.1498,0.13705,22
0.35015,0.24187,32
0.95369,0.76875,18
0.13166,0.80765,29
0.46653,0.45274,5
0.19482,0.90609,11
0.19499,0.65317,6
0.23748,0.50628,12
0.58945,0.21401,10
0.90016,0.34343,9
0.46768,0.81382,20
0.34601,0.23977,32
0.12674,0.88017,0
0.0373,0.3501,28
0.73075,0.3062,31
0.10174,0.391,16
0.46678,0.45485,5
0.1585,0.13805,22
0.26056,0.21895,4
0.95154,0.76714,18
0.20525,0.65692,6
0.52658,0.38583,14
0.58018,0.22426,10
0.34186,0.24468,32
0.23713,0.50951,12
0.16028,0.48655,1
0.46692,0.45398,5
0.90052,0.34372,9
0.15321,0.46324,17
0.03093,0.34778,28
0.20789,0.66358,6
0.72897,0.30685,31
0.010988,0.83297,19
0.57085,0.20821,10
0.46718,0.45273,5
0.58359,0.76495,0
0.34193,0.24429,32
0.11582,0.95662,15
0.95313,0.77044,18
0.14422,0.13965,22
0.14907,0.44533,24
0.23517,0.51235,12
0.46755,0.45232,5
0.39648,0.17377,25
0.8997,0.34359,9
0.20697,0.65957,6
0.35157,0.23802,32
0.56942,0.20954,10
0.1321,0.8088,29
0.46842,0.45423,5
0.038969,0.35147,28
0.95079,0.76916,18
0.72929,0.30674,31
0.23553,0.5055,12
0.16281,0.1376,22
0.4652,0.81405,20
0.16096,0.062542,0
0.33979,0.24701,32
0.4669,0.45307,5
0.19528,0.90619,11
0.19913,0.65839,6
0.57017,0.22413,10
0.89965,0.34396,9
0.46732,0.4527,5
0.099612,0.39832,16
0.34162,0.24641,32
0.25996,0.22082,4
0.034596,0.34804,28
0.23661,0.51266,12
0.95473,0.77064,18
0.51971,0.38668,14
0.58204,0.22442,10
0.20177,0.65251,6
0.46763,0.45203,5
0.73028,0.30475,31
0.80514,0.2048,0
0.14827,0.1539,22
0.16007,0.48621,1
0.89967,0.34425,9
0.33616,0.24883,32
0.46832,0.45461,5
0.23602,0.50771,12
0.5737,0.22089,10
0.11598,0.95518,15
0.21756,0.64322,6
0.14808,0.44481,24
0.15307,0.46351,17
0.95085,0.77439,18
0.038201,0.34967,28
0.34206,0.24506,32
0.13097,0.80921,29
0.0090053,0.83245,19
0.73003,0.30531,31
0.46788,0.45513,5
0.15871,0.1414,22
0.57097,0.21835,10
0.89984,0.34364,9
0.68626,0.69858,0
0.23873,0.5075,12
0.18505,0.63213,6
0.34926,0.24404,32
0.46605,0.45305,5
0.46712,0.81402,20
0.39656,0.17388,25
0.95449,0.77221,18
0.029428,0.3478,28
0.89982,0.34419,9
0.57096,0.21816,10
0.46704,0.4542,5
0.72966,0.30659,31
0.241,0.51199,12
0.20723,0.65762,6
0.16393,0.14425,22
0.19485,0.90631,11
0.34262,0.23912,32
0.46778,0.45476,5
0.51767,0.38648,14
0.36124,0.08171,0
0.10416,0.39644,16
0.94932,0.76761,18
0.25314,0.2179,4
0.57366,0.20316,10
0.46642,0.45169,5
0.028419,0.35146,28
0.34152,0.24249,32
0.20309,0.64199,6
0.23334,0.50706,12
0.90009,0.3441,9
0.16018,0.48646,1
0.46949,0.45445,5
0.73014,0.3064,31
0.16295,0.1328,22
0.14866,0.44641,24
0.5667,0.22054,10
0.13268,0.80751,29
0.64701,0.11549,0
0.34377,0.2313,32
0.95958,0.77162,18
0.19553,0.66111,6
0.11579,0.95517,15
0.46862,0.45355,5
0.89894,0.34409,9
0.23834,0.5006,12
0.034895,0.35186,28
0.011135,0.83315,19
0.15306,0.46366,17
0.57662,0.2243,10
0.33723,0.25058,32
0.73031,0.30655,31
0.21343,0.67223,6
0.16515,0.1369,22
0.46122,0.8146,20
0.46792,0.45251,5
0.849,0.53658,0
0.8986,0.34423,9
0.95349,0.76535,18
0.23778,0.51036,12
0.57517,0.21463,10
0.46846,0.4545,5
0.34148,0.24169,32
0.038161,0.35153,28
