@relation scenarioA_data_2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}

@data
0.8034,0.78815,6
0.8394,0.064268,8
0.34451,0.1958,20
0.76362,0.55871,16
0.2789,0.95538,25
0.066371,0.80488,7
0.26633,0.95335,10
0.40004,0.46275,34
0.51057,0.090267,11
0.6244,0.56395,12
0.84097,0.065676,8
0.61993,0.33467,4
0.99364,0.73127,17
0.24112,0.83965,33
0.91667,0.34271,22
0.84176,0.85475,21
0.26691,0.95267,10
0.43069,0.20897,30
0.33949,0.20373,20
0.85175,0.60384,38
0.85843,0.068265,28
0.042754,0.91103,23
0.76441,0.5694,16
0.064519,0.80438,7
0.12551,0.28414,32
0.26751,0.95297,10
0.89361,0.80712,15
0.34652,0.201,20
0.85564,0.68596,13
0.50775,0.085226,11
0.62644,0.5556,12
0.60829,0.3195,4
0.84038,0.065232,8
0.11828,0.28014,32
0.35044,0.20057,20
0.064599,0.80427,7
0.87805,0.049653,0
0.85806,0.067972,28
0.75711,0.56511,16
0.27881,0.95536,25
0.29423,0.014001,24
0.34739,0.19549,20
0.26712,0.95314,10
0.84561,0.85429,21
0.33817,0.89726,36
0.5049,0.08865,11
0.60938,0.30684,4
0.068076,0.80353,7
0.8937,0.80591,15
0.34335,0.1946,20
0.84006,0.064725,8
0.84696,0.61034,38
0.26746,0.9519,10
0.24321,0.83872,33
0.76074,0.56323,16
0.5024,0.088087,11
0.63258,0.33402,4
0.11406,0.28387,32
0.62567,0.55541,12
0.041739,0.91815,23
0.85401,0.68537,13
0.4243,0.2055,30
0.065689,0.80329,7
0.34672,0.19377,20
0.26664,0.95205,10
0.84257,0.85506,21
0.84122,0.066411,8
0.87852,0.99051,3
0.34136,0.2024,20
0.11243,0.2765,32
0.62969,0.32749,4
0.27866,0.95532,25
0.89314,0.80647,15
0.85961,0.069078,28
0.51048,0.092031,11
0.76724,0.55884,16
0.2669,0.95244,10
0.065525,0.80458,7
0.33845,0.1951,20
0.62532,0.54702,12
0.80982,0.009249,14
0.2416,0.83975,33
0.35053,0.20113,20
0.3379,0.53718,5
0.27832,0.035763,24
0.3393,0.90389,36
0.50773,0.092056,11
0.2676,0.9526,10
0.61686,0.31267,4
0.06711,0.79878,7
0.85419,0.68376,13
0.34623,0.18963,20
0.84054,0.06636,8
0.84282,0.85254,21
0.62561,0.29587,4
0.89351,0.8076,15
0.040425,0.91521,23
0.77434,0.56283,16
0.50734,0.084856,11
0.26709,0.95267,10
0.34432,0.19642,20
0.11308,0.27472,32
0.063238,0.80564,7
0.84863,0.60658,38
0.43015,0.20919,30
0.26716,0.95305,10
0.85754,0.068494,28
0.83912,0.065049,8
0.24526,0.84114,33
0.33971,0.18999,20
0.62677,0.55983,12
0.62509,0.32397,4
0.50846,0.090165,11
0.27894,0.95518,25
0.26684,0.95216,10
0.12349,0.28098,32
0.063368,0.80222,7
0.35133,0.19575,20
0.83964,0.064469,8
0.39879,0.46451,34
0.76559,0.5611,16
0.14535,0.3742,1
0.84393,0.85559,21
0.92477,0.35594,22
0.85563,0.68549,13
0.87793,0.95898,39
0.89323,0.80721,15
0.62013,0.3506,4
0.11879,0.27907,32
0.50766,0.090473,11
0.34522,0.1961,20
0.28533,0.010609,24
0.064913,0.80757,7
0.49609,0.57939,0
0.24526,0.83875,33
0.17875,0.5945,35
0.26728,0.95257,10
0.27897,0.95538,25
0.041683,0.91486,23
0.8573,0.06775,28
0.34559,0.19806,20
0.62475,0.55897,12
0.33543,0.89212,36
0.80611,0.78796,6
0.62885,0.32583,4
0.83901,0.064216,8
0.76599,0.55452,16
0.11825,0.27945,32
0.84645,0.60385,38
0.11847,0.27878,32
0.067618,0.80652,7
0.50798,0.089779,11
0.34816,0.19325,20
0.84206,0.85391,21
0.42643,0.20472,30
0.89358,0.80829,15
0.26687,0.95206,10
0.83978,0.064325,8
0.62346,0.32224,4
0.34947,0.1929,20
0.85795,0.066043,28
0.85258,0.68538,13
0.065792,0.80416,7
0.50554,0.086164,11
0.99326,0.73356,17
0.77038,0.57012,16
0.26655,0.95192,10
0.8782,0.99099,3
0.84068,0.065134,8
0.34021,0.19427,20
0.85778,0.068066,28
0.27881,0.95543,25
0.63033,0.31128,4
0.51095,0.091377,11
0.62445,0.55694,12
0.12204,0.28002,32
0.06522,0.80585,7
0.29451,0.016722,24
0.84447,0.85347,21
0.89316,0.80728,15
0.34399,0.19876,20
0.64078,0.30943,4
0.24393,0.83963,33
0.26766,0.95285,10
0.85201,0.60431,38
0.04735,0.91784,23
0.75792,0.55443,16
0.33909,0.20116,20
0.3381,0.89872,36
0.63567,0.33111,4
0.80954,0.013705,14
0.50861,0.087303,11
0.062739,0.80457,7
0.11959,0.27964,32
0.33503,0.53621,5
0.84017,0.066327,8
0.85486,0.68581,13
0.34436,0.19987,20
0.267,0.9529,10
0.62646,0.54767,12
0.2415,0.83792,33
0.27916,0.95518,25
0.62707,0.33352,4
0.89311,0.80707,15
0.42311,0.21062,30
0.765,0.56092,16
0.50917,0.088842,11
0.060238,0.80735,7
0.84283,0.85537,21
0.3496,0.20164,20
0.85872,0.068513,28
0.83988,0.066255,8
0.34306,0.19769,20
0.50452,0.091823,11
0.12381,0.27702,32
0.065452,0.80457,7
0.0084184,0.56647,0
0.83996,0.064293,8
0.63708,0.35016,4
0.26764,0.9525,10
0.7659,0.55898,16
0.84497,0.61015,38
0.85319,0.68519,13
0.27837,0.95506,25
0.3492,0.19805,20
0.89309,0.80741,15
0.27809,0.017734,24
0.045765,0.91741,23
0.24175,0.84003,33
0.62919,0.55329,12
0.64029,0.32733,4
0.84347,0.85486,21
0.067341,0.80252,7
0.39983,0.46093,34
0.50746,0.087232,11
0.34498,0.19507,20
0.84036,0.064488,8
0.33837,0.89569,36
0.26711,0.95181,10
0.85776,0.067633,28
0.11559,0.28095,32
0.6106,0.33241,4
0.76896,0.55251,16
0.50662,0.090321,11
0.064474,0.80523,7
0.27896,0.95547,25
0.33998,0.19573,20
0.89316,0.80871,15
0.92875,0.34258,22
0.84009,0.066208,8
0.42235,0.20313,30
0.11823,0.28404,32
0.26761,0.95286,10
0.33943,0.19018,20
0.85507,0.68534,13
0.84627,0.60554,38
0.60875,0.30098,4
0.84314,0.85446,21
0.50739,0.091949,11
0.064589,0.80451,7
0.87864,0.95777,39
0.63762,0.56011,12
0.11247,0.28606,32
0.3484,0.1936,20
0.29666,0.018869,24
0.041159,0.91647,23
0.7605,0.56106,16
0.62876,0.30825,4
0.83912,0.066285,8
0.26764,0.95327,10
0.8932,0.80723,15
0.058583,0.80282,7
0.85921,0.066445,28
0.50966,0.085498,11
0.26717,0.95334,10
0.87872,0.99265,3
0.17781,0.5929,35
0.14556,0.37446,1
0.35258,0.19866,20
0.27889,0.95512,25
0.24351,0.83992,33
0.33553,0.89683,36
0.8074,0.78927,6
0.85487,0.68554,13
0.8423,0.85467,21
0.50785,0.089837,11
0.066582,0.80233,7
0.80473,0.012277,14
0.75818,0.5632,16
0.62867,0.3205,4
0.34439,0.19651,20
0.83968,0.064388,8
0.11326,0.28411,32
0.42927,0.21118,30
0.63626,0.5492,12
0.33552,0.53572,5
0.89224,0.80829,15
0.63002,0.33063,4
0.065248,0.80395,7
0.51017,0.087127,11
0.11528,0.27952,32
0.8465,0.60667,38
0.35076,0.19391,20
0.85915,0.068177,28
0.27901,0.95546,25
0.76481,0.56112,16
0.041277,0.91429,23
0.26749,0.95181,10
0.84333,0.8538,21
0.99388,0.73217,17
0.8394,0.065016,8
0.066724,0.80607,7
0.29024,0.012503,24
0.34462,0.19435,20
0.63156,0.34667,4
0.50548,0.092161,11
0.85371,0.68541,13
0.87129,0.072675,0
0.61696,0.34605,4
0.3397,0.20246,20
0.63665,0.54978,12
0.24146,0.83975,33
0.85707,0.066274,28
0.84102,0.06601,8
0.89284,0.80713,15
0.064872,0.80472,7
0.50947,0.086661,11
0.60281,0.31623,4
0.34105,0.20184,20
0.33647,0.89636,36
0.26729,0.95333,10
0.77286,0.56002,16
0.1177,0.27863,32
0.42817,0.21161,30
0.63012,0.31749,4
0.84253,0.85491,21
0.065157,0.79879,7
0.63177,0.55838,12
0.64754,0.31798,4
0.34346,0.19308,20
0.40235,0.46193,34
0.27892,0.95519,25
0.84061,0.064798,8
0.24311,0.83831,33
0.12168,0.27436,32
0.50814,0.090983,11
0.26698,0.9521,10
0.84774,0.60219,38
0.76118,0.5589,16
0.3386,0.19553,20
0.85544,0.6843,13
0.041349,0.91543,23
0.0651,0.80398,7
0.89275,0.80735,15
0.29942,0.010643,24
0.84036,0.065299,8
0.62359,0.33035,4
0.5025,0.087298,11
0.35117,0.19468,20
0.85941,0.066552,28
0.26658,0.9529,10
0.24369,0.83833,33
0.84128,0.85516,21
0.76887,0.57104,16
0.066047,0.80607,7
0.2677,0.95243,10
0.62447,0.3169,4
0.63041,0.54791,12
0.34919,0.19782,20
0.11579,0.27866,32
0.63382,0.33678,4
0.27908,0.9556,25
0.50778,0.090747,11
0.42391,0.21198,30
0.89305,0.80749,15
0.84054,0.064786,8
0.93035,0.3264,22
0.87823,0.99086,3
0.26715,0.95214,10
0.33801,0.89522,36
0.34376,0.19674,20
0.066842,0.8036,7
0.11588,0.27961,32
0.85495,0.68454,13
0.26697,0.95243,10
0.24459,0.84034,33
0.80568,0.015039,14
0.6527,0.32309,4
0.7658,0.56137,16
0.85028,0.60175,38
0.50773,0.087228,11
0.8398,0.065972,8
0.35174,0.19128,20
0.038367,0.91742,23
0.84264,0.8563,21
0.059443,0.80293,7
0.63129,0.33346,4
0.85719,0.068769,28
0.63387,0.54709,12
0.11504,0.28441,32
0.33629,0.53836,5
0.87951,0.95864,39
0.3516,0.19083,20
0.8932,0.80728,15
0.64312,0.30505,4
0.29302,0.0081855,24
0.50817,0.08923,11
0.8409,0.065616,8
0.26653,0.95247,10
0.34334,0.19549,20
0.11394,0.281,32
0.066504,0.80631,7
0.77164,0.56375,16
0.27868,0.95523,25
0.61606,0.31926,4
0.85931,0.06845,28
0.85475,0.68552,13
0.14326,0.37909,1
0.3441,0.19525,20
0.50407,0.089075,11
0.26664,0.95335,10
0.17822,0.59373,35
0.84105,0.85295,21
0.43039,0.20482,30
0.62588,0.55709,12
0.61355,0.30829,4
0.89326,0.80761,15
0.83954,0.064412,8
0.062476,0.7994,7
0.11877,0.27235,32
0.34034,0.1981,20
0.33442,0.89972,36
0.8483,0.60939,38
0.79888,0.78352,6
0.76421,0.561,16
0.24267,0.83881,33
0.26631,0.95192,10
0.27894,0.95519,25
0.8399,0.065124,8
0.50666,0.089309,11
0.85763,0.068934,28
0.070439,0.80412,7
0.34283,0.19907,20
0.1213,0.28493,32
0.041067,0.9174,23
0.63889,0.32314,4
0.6347,0.55159,12
0.26715,0.95202,10
0.84112,0.06521,8
0.28332,-0.0044197,24
0.85673,0.68527,13
0.84317,0.85414,21
0.8933,0.8073,15
0.27899,0.95535,25
0.07014,0.80787,7
0.34094,0.18688,20
0.11785,0.27645,32
0.40079,0.46242,34
0.24393,0.84088,33
0.50674,0.089929,11
0.76422,0.56529,16
0.84008,0.06521,8
0.62938,0.34552,4
0.26691,0.95207,10
0.99362,0.73352,17
0.049572,0.1876,0
0.063403,0.80736,7
0.34096,0.19077,20
0.5111,0.089765,11
0.63551,0.5554,12
0.8565,0.068493,28
0.43231,0.20263,30
0.62571,0.31837,4
0.75377,0.5578,16
0.84096,0.85512,21
0.3462,0.1904,20
0.89281,0.80779,15
0.85137,0.60321,38
0.87813,0.99142,3
0.26739,0.95205,10
0.62457,0.32936,4
0.33973,0.89655,36
0.063012,0.80768,7
0.85536,0.68464,13
0.12316,0.27744,32
0.50949,0.091927,11
0.24406,0.8406,33
0.041888,0.91631,23
0.84108,0.066427,8
0.11591,0.27651,32
0.27868,0.9555,25
0.33635,0.19786,20
0.28291,0.013994,24
0.8573,0.068954,28
0.26736,0.95221,10
0.60273,0.33976,4
0.62703,0.54766,12
0.06544,0.80117,7
0.77311,0.56375,16
0.80408,0.0079837,14
0.50799,0.092845,11
0.34666,0.18759,20
0.89503,0.80595,15
0.91574,0.34231,22
0.8434,0.85355,21
0.11949,0.27666,32
0.62222,0.32281,4
0.33739,0.53757,5
0.83906,0.065371,8
0.34433,0.20222,20
0.065054,0.80894,7
0.43047,0.20873,30
0.50882,0.092452,11
0.85453,0.68542,13
0.771,0.5677,16
0.64097,0.33765,4
0.85871,0.067961,28
0.84733,0.61015,38
0.26695,0.95318,10
0.34086,0.19533,20
0.63664,0.55879,12
0.059411,0.80397,7
0.041988,0.91421,23
0.27891,0.95534,25
0.84084,0.064931,8
0.26674,0.95248,10
0.50948,0.088049,11
0.34504,0.19588,20
0.84285,0.85348,21
0.26633,0.95298,10
0.89218,0.80756,15
0.24147,0.83759,33
0.33396,0.89518,36
0.64479,0.31319,4
0.87829,0.95819,39
0.11864,0.27912,32
0.065105,0.80396,7
0.28241,0.013122,24
0.76245,0.55841,16
0.34357,0.19382,20
0.50416,0.091122,11
0.83956,0.064771,8
0.62436,0.34326,4
0.63426,0.55313,12
0.26753,0.95312,10
0.14188,0.37235,1
0.34579,0.19672,20
0.85475,0.68628,13
0.85715,0.067868,28
0.064124,0.80462,7
0.11633,0.27813,32
0.27908,0.9553,25
0.8501,0.60908,38
0.8421,0.85468,21
0.50636,0.086633,11
0.42245,0.20229,30
0.84031,0.064687,8
0.62639,0.3109,4
0.33967,0.19272,20
0.75564,0.56365,16
0.89325,0.80743,15
0.11027,0.28013,32
0.26774,0.95295,10
0.40087,0.46213,34
0.16934,0.43453,0
0.17771,0.59331,35
0.067029,0.80847,7
0.040653,0.91724,23
0.33862,0.19062,20
0.85692,0.070014,28
0.83958,0.065054,8
0.50644,0.087166,11
0.24394,0.8417,33
0.62598,0.54812,12
0.60705,0.31386,4
0.88024,0.99093,3
0.8058,0.79373,6
0.77163,0.55726,16
0.33528,0.19703,20
0.065314,0.80488,7
0.26699,0.95293,10
0.84075,0.066051,8
0.856,0.68613,13
0.84303,0.85338,21
0.27878,0.95524,25
0.89318,0.80783,15
0.50887,0.087767,11
0.33943,0.89125,36
0.29554,0.0024001,24
0.60752,0.3351,4
0.34938,0.18977,20
0.065016,0.80444,7
0.84436,0.60742,38
0.80824,0.0088973,14
0.26683,0.9533,10
0.83989,0.064464,8
0.12252,0.27275,32
0.43111,0.2076,30
0.63245,0.31492,4
0.50641,0.090427,11
0.26705,0.95251,10
0.34331,0.19693,20
0.99152,0.73332,17
0.76391,0.55966,16
0.63493,0.55899,12
0.065747,0.80621,7
0.85905,0.070055,28
0.64068,0.31564,4
0.8403,0.064649,8
0.33635,0.53839,5
0.84283,0.85455,21
0.89291,0.80737,15
0.50928,0.08419,11
0.85574,0.6866,13
0.26641,0.95324,10
0.043502,0.91717,23
0.34133,0.19938,20
0.065244,0.80391,7
0.27875,0.95559,25
0.83923,0.064933,8
0.50207,0.090426,11
0.11476,0.28076,32
0.90997,0.35544,22
0.76237,0.55397,16
0.34498,0.20093,20
0.26634,0.95334,10
0.24365,0.83897,33
0.62977,0.3306,4
0.63177,0.55853,12
0.85603,0.068615,28
0.33894,0.19144,20
0.2779,0.025063,24
0.34204,0.89836,36
0.065132,0.80575,7
0.11953,0.27198,32
0.64863,0.32114,4
0.8926,0.80807,15
0.84455,0.60847,38
0.83929,0.065414,8
0.51247,0.089552,11
0.84116,0.85504,21
0.26655,0.95216,10
0.26775,0.95274,10
0.77549,0.55877,16
0.35095,0.19871,20
0.63015,0.35076,4
0.42723,0.20513,30
0.85507,0.68553,13
0.63596,0.55822,12
0.064353,0.80408,7
0.34783,0.18934,20
0.50922,0.087187,11
0.84082,0.065617,8
0.24208,0.84028,33
0.27867,0.95532,25
0.26695,0.95267,10
0.33542,0.19156,20
0.76022,0.56652,16
0.89336,0.80708,15
0.038526,0.91367,23
0.62833,0.34535,4
0.85773,0.070382,28
0.12071,0.28146,32
0.066264,0.81061,7
0.507,0.08688,11
0.84342,0.85534,21
0.87724,0.95866,39
0.8399,0.064479,8
0.34673,0.19489,20
0.62667,0.55336,12
0.26919,0.010605,24
0.34258,0.19779,20
0.85484,0.68576,13
0.39879,0.46178,34
0.84615,0.6067,38
0.06537,0.80405,7
0.2671,0.95244,10
0.51058,0.090084,11
0.61643,0.29739,4
0.8782,0.99086,3
0.85943,0.069955,28
0.75825,0.56633,16
0.34525,0.90005,36
0.24214,0.8416,33
0.42592,0.71969,0
0.27887,0.95528,25
0.34747,0.19234,20
0.89312,0.80761,15
0.42982,0.20277,30
0.62312,0.33153,4
0.11239,0.27226,32
0.84385,0.85379,21
0.50643,0.089505,11
0.84019,0.065572,8
0.80703,0.0096461,14
0.62723,0.32287,4
0.26711,0.95267,10
0.63837,0.54936,12
0.14979,0.37636,1
0.045731,0.91772,23
0.35389,0.19111,20
0.26757,0.95333,10
0.76513,0.56035,16
0.85458,0.68567,13
0.85691,0.068308,28
0.17618,0.59367,35
0.84049,0.065769,8
0.24366,0.84103,33
0.61233,0.316,4
0.34651,0.20122,20
0.33567,0.53459,5
0.84586,0.60692,38
0.89411,0.8078,15
0.6352,0.55606,12
0.80569,0.78738,6
0.26749,0.95247,10
0.84197,0.85523,21
0.766,0.56051,16
0.1217,0.27656,32
0.27895,0.95547,25
0.85661,0.068271,28
0.27544,0.024859,24
0.83939,0.064161,8
0.26719,0.95306,10
0.33999,0.20463,20
0.60497,0.3271,4
0.42819,0.21071,30
0.33907,0.89368,36
0.11559,0.28218,32
