@relation scenarioA_data_3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35}

@data
0.57631,0.91748,19
0.54383,0.46878,34
0.28128,0.78299,11
0.73188,0.93074,33
0.16655,0.11336,4
0.69067,0.60236,27
0.28136,0.78587,11
0.43623,0.11455,7
0.14194,0.47242,17
0.68957,0.73141,20
0.4524,0.82204,28
0.28185,0.78571,11
0.1678,0.09313,4
0.28216,0.78589,11
0.61167,0.68571,21
0.57635,0.91777,19
0.062845,0.01559,14
0.49547,0.54326,0
0.69076,0.60185,27
0.15898,0.10987,4
0.43619,0.11419,7
0.54386,0.46765,34
0.68939,0.73096,20
0.28132,0.78523,11
0.16257,0.10564,4
0.40646,0.80388,22
0.074581,0.18186,18
0.16272,0.098923,4
0.57614,0.91771,19
0.14179,0.47296,17
0.28142,0.78398,11
0.68933,0.73094,20
0.69035,0.60193,27
0.4358,0.11451,7
0.57637,0.91784,19
0.17301,0.091774,4
0.61166,0.68627,21
0.28335,0.78451,11
0.030232,0.46771,31
0.75334,0.75439,1
0.54447,0.46803,34
0.15984,0.10882,4
0.16071,0.99582,29
0.87898,0.44868,0
0.6907,0.60255,27
0.68944,0.73098,20
0.28239,0.78582,11
0.15137,0.4434,13
0.73194,0.93207,33
0.43559,0.11461,7
0.99518,0.499,25
0.28118,0.78459,11
0.28153,0.7861,11
0.17239,0.099928,4
0.57612,0.91775,19
0.14187,0.47244,17
0.57607,0.91772,19
0.88848,0.37151,8
0.50603,0.48047,9
0.69064,0.60183,27
0.28115,0.78415,11
0.17413,0.10515,4
0.43616,0.114,7
0.68972,0.73089,20
0.61081,0.68575,21
0.54431,0.46767,34
0.2818,0.78426,11
0.26787,0.83324,0
0.17814,0.10258,4
0.73124,0.93031,33
0.69087,0.60253,27
0.28201,0.78445,11
0.57641,0.91777,19
0.14157,0.47262,17
0.68977,0.73098,20
0.14907,0.11584,4
0.4363,0.11412,7
0.45367,0.81872,28
0.57634,0.91749,19
0.17039,0.11755,4
0.28274,0.785,11
0.28247,0.78639,11
0.57611,0.91772,19
0.54475,0.46701,34
0.15212,0.10253,4
0.28113,0.78356,11
0.69084,0.60196,27
0.15695,0.1014,4
0.68952,0.73079,20
0.43618,0.11416,7
0.61064,0.68575,21
0.28107,0.78403,11
0.17399,0.097952,4
0.53625,1.0255,0
0.73213,0.93235,33
0.75337,0.75492,1
0.17271,0.11501,4
0.14158,0.47276,17
0.064106,0.015078,14
0.03134,0.46805,31
0.68954,0.73053,20
0.69081,0.60194,27
0.57631,0.91775,19
0.54451,0.46741,34
0.15864,0.10086,4
0.4363,0.11463,7
0.073106,0.18043,18
0.99524,0.49899,25
0.15913,0.99894,29
0.16628,0.1123,4
0.68949,0.73105,20
0.69021,0.60197,27
0.16459,0.09662,4
0.40543,0.80141,22
0.88784,0.3714,8
0.57609,0.91776,19
0.57608,0.91752,19
0.61149,0.68624,21
0.57632,0.91774,19
0.17838,0.10393,4
0.82999,0.71913,0
0.1659,0.10953,4
0.14187,0.47248,17
0.54391,0.46779,34
0.43563,0.11468,7
0.68949,0.7309,20
0.69077,0.60194,27
0.50609,0.47983,9
0.73232,0.93107,33
0.57603,0.91783,19
0.15049,0.44364,13
0.68966,0.73121,20
0.61109,0.68622,21
0.69072,0.60196,27
0.43585,0.11452,7
0.5432,0.46755,34
0.14156,0.47241,17
0.80513,0.46005,0
0.57633,0.91744,19
0.68942,0.73095,20
0.6902,0.60174,27
0.75349,0.75445,1
0.029918,0.46782,31
0.43589,0.11411,7
0.46463,0.81643,28
0.57611,0.91769,19
0.61142,0.68632,21
0.73293,0.93057,33
0.99522,0.4981,25
0.54382,0.46734,34
0.68956,0.7309,20
0.69077,0.60191,27
0.14161,0.47236,17
0.43624,0.1142,7
0.731,0.93117,33
0.39366,0.82053,0
0.88818,0.36959,8
0.064431,0.012714,14
0.68963,0.73082,20
0.1591,0.99788,29
0.57603,0.91753,19
0.43625,0.11409,7
0.69066,0.60191,27
0.57609,0.91773,19
0.54448,0.46826,34
0.57631,0.91776,19
0.6109,0.68575,21
0.14196,0.47227,17
0.68954,0.73126,20
0.07189,0.18037,18
0.40693,0.8022,22
0.69065,0.6019,27
0.43625,0.11463,7
0.048297,0.53985,0
0.68937,0.73084,20
0.57641,0.91752,19
0.50576,0.47958,9
0.54414,0.46835,34
0.73069,0.92989,33
0.57614,0.91751,19
0.69005,0.60195,27
0.43582,0.11453,7
0.61145,0.68576,21
0.75343,0.75442,1
0.14212,0.47281,17
0.68955,0.73106,20
0.15109,0.44371,13
0.029991,0.46867,31
0.43641,0.11409,7
0.69087,0.6024,27
0.57614,0.9177,19
0.9957,0.4991,25
0.68983,0.73101,20
0.54386,0.46939,34
0.57637,0.91778,19
0.97162,0.15731,0
0.57643,0.91753,19
0.57633,0.9177,19
0.69015,0.6018,27
0.61109,0.68542,21
0.4358,0.11408,7
0.14156,0.47281,17
0.88807,0.37142,8
0.68943,0.73099,20
0.16095,0.99573,29
0.5765,0.91771,19
0.45519,0.81786,28
0.5446,0.46941,34
0.43616,0.1141,7
0.73077,0.93026,33
0.69031,0.60241,27
0.68948,0.73097,20
0.0654,0.018546,14
0.70846,0.56535,0
0.57637,0.91772,19
0.43627,0.11413,7
0.68965,0.73094,20
0.61148,0.68633,21
0.69034,0.60239,27
0.14176,0.47241,17
0.54286,0.4672,34
0.75275,0.75495,1
0.68935,0.73107,20
0.7313,0.93243,33
0.40443,0.8031,22
0.50633,0.47989,9
0.077299,0.18134,18
0.030505,0.46757,31
0.69019,0.60177,27
0.57614,0.91773,19
0.89924,0.046533,0
0.43585,0.11409,7
0.68944,0.73118,20
0.57607,0.91747,19
0.14195,0.47223,17
0.99591,0.49902,25
0.5442,0.46878,34
0.6115,0.68542,21
0.69075,0.60174,27
0.68942,0.73081,20
0.73242,0.93132,33
0.43588,0.11405,7
0.57613,0.91773,19
0.15077,0.4437,13
0.8897,0.37031,8
0.90831,0.60565,0
0.69065,0.60244,27
0.1421,0.47255,17
0.54459,0.46741,34
0.68949,0.73113,20
0.43578,0.11449,7
0.61098,0.6863,21
0.57633,0.91753,19
0.15831,0.99794,29
0.69018,0.60247,27
0.46064,0.81144,28
0.43628,0.1142,7
0.68948,0.73087,20
0.14171,0.47242,17
0.54393,0.46835,34
0.73187,0.93259,33
0.7529,0.75423,1
0.69079,0.60262,27
0.75114,0.091263,0
0.4362,0.11464,7
0.065194,0.014563,14
0.030071,0.46684,31
0.5761,0.91754,19
0.68944,0.73079,20
0.61176,0.68569,21
0.69029,0.60188,27
0.50623,0.48001,9
0.54449,0.46737,34
0.99516,0.49795,25
0.14176,0.47242,17
0.43628,0.11453,7
0.68936,0.73099,20
0.35872,0.87435,0
0.57645,0.91771,19
0.40542,0.80155,22
0.57607,0.91751,19
0.69084,0.6024,27
0.57639,0.91752,19
0.075377,0.18124,18
0.43625,0.11465,7
0.68954,0.73128,20
0.88989,0.37248,8
0.61095,0.68633,21
0.5445,0.46692,34
0.69111,0.60233,27
0.43584,0.11452,7
0.1416,0.47264,17
0.68949,0.73112,20
0.57613,0.91772,19
0.73112,0.93197,33
0.16142,0.99554,29
0.56425,0.52359,0
0.15116,0.44364,13
0.68978,0.7308,20
0.43623,0.11384,7
0.69082,0.60188,27
0.75323,0.75429,1
0.54342,0.46723,34
0.57607,0.91754,19
0.14144,0.4731,17
0.6111,0.68578,21
0.57613,0.91751,19
0.02986,0.46712,31
0.6895,0.73121,20
0.43631,0.11414,7
0.6907,0.60198,27
0.73041,0.93106,33
0.45813,0.81444,28
0.68937,0.73138,20
0.99571,0.49875,25
0.51261,0.76696,0
0.5447,0.4683,34
0.5761,0.91769,19
0.065724,0.01668,14
0.69076,0.60269,27
0.43563,0.1142,7
0.14195,0.47256,17
0.61088,0.68573,21
0.50589,0.4804,9
0.68953,0.73114,20
0.73288,0.93048,33
0.88775,0.37352,8
0.57613,0.91729,19
0.6907,0.60239,27
0.57631,0.91754,19
0.43575,0.11469,7
0.54489,0.46826,34
0.56421,0.83814,0
0.6898,0.73102,20
0.14159,0.47253,17
0.69073,0.60248,27
0.43618,0.11454,7
0.40434,0.80278,22
0.072791,0.18014,18
0.61142,0.68612,21
0.75325,0.75441,1
0.57595,0.9175,19
0.57639,0.91745,19
0.73154,0.93219,33
0.54408,0.46786,34
0.6896,0.73093,20
0.16063,0.99617,29
0.69015,0.6019,27
0.030802,0.46764,31
0.43618,0.11411,7
0.82259,0.57181,0
0.68939,0.73098,20
0.14151,0.47255,17
0.69018,0.60237,27
0.57602,0.91785,19
0.15108,0.44366,13
0.61096,0.68621,21
0.99524,0.49893,25
0.54413,0.46803,34
0.68944,0.73074,20
0.73139,0.93054,33
0.4617,0.82021,28
0.43574,0.11419,7
0.69069,0.6024,27
0.57599,0.91781,19
0.35531,0.48132,0
0.68938,0.73085,20
0.88907,0.37246,8
0.14182,0.47229,17
0.5057,0.48025,9
0.54573,0.46488,34
0.063303,0.015532,14
0.43624,0.11453,7
0.68936,0.73105,20
0.68988,0.60237,27
0.6115,0.68578,21
0.57633,0.91755,19
0.75352,0.75437,1
0.73113,0.93098,33
0.69021,0.60237,27
0.5178,0.1261,0
0.68942,0.73078,20
0.43585,0.1142,7
0.14164,0.47251,17
0.5763,0.91752,19
0.03016,0.46854,31
0.54376,0.46834,34
0.57631,0.91787,19
0.69026,0.60192,27
0.68938,0.73128,20
0.61143,0.68548,21
0.15898,0.99773,29
0.072682,0.18174,18
0.99507,0.49818,25
0.4356,0.11448,7
0.4062,0.80111,22
0.14191,0.47263,17
0.57631,0.91747,19
0.42256,0.30775,0
0.54314,0.46885,34
0.68956,0.73106,20
0.69022,0.60169,27
0.73086,0.93199,33
0.43635,0.1145,7
0.88923,0.37107,8
0.68954,0.73091,20
0.57611,0.91749,19
0.69023,0.60238,27
0.43584,0.11456,7
0.61089,0.68612,21
0.15079,0.44386,13
0.54397,0.46836,34
0.14147,0.47224,17
0.68935,0.73081,20
0.4635,0.82232,28
0.21128,0.86586,0
0.69082,0.60171,27
0.43627,0.11391,7
0.73091,0.93105,33
0.50597,0.48054,9
0.75323,0.75444,1
0.68962,0.73119,20
0.54449,0.46709,34
0.031834,0.46865,31
0.06331,0.019626,14
0.69066,0.60232,27
0.14185,0.47276,17
0.43641,0.11464,7
0.61161,0.68617,21
0.68971,0.73111,20
0.251,0.76927,0
0.9952,0.4981,25
0.73246,0.93076,33
0.69081,0.6019,27
0.54408,0.46638,34
0.43588,0.11452,7
0.68959,0.73094,20
0.15912,0.99609,29
0.14146,0.47261,17
0.61108,0.68629,21
0.69023,0.60198,27
0.43577,0.11416,7
0.68961,0.73074,20
0.88845,0.36973,8
0.079799,0.59941,0
0.73118,0.93067,33
0.072589,0.18186,18
0.54443,0.46787,34
0.40745,0.80185,22
0.69037,0.60201,27
0.43561,0.11417,7
0.68941,0.73155,20
0.75284,0.75491,1
0.46186,0.81099,28
0.61112,0.68569,21
0.14154,0.47257,17
0.69095,0.60243,27
0.029683,0.46797,31
0.62099,0.68781,0
0.43636,0.11377,7
0.68954,0.731,20
0.54526,0.46869,34
0.50644,0.48017,9
0.15075,0.44381,13
0.73041,0.93064,33
0.69067,0.6026,27
0.99598,0.49816,25
0.43633,0.11416,7
0.68969,0.73114,20
0.069786,0.014415,14
0.61147,0.68609,21
0.14201,0.47259,17
0.54471,0.46745,34
0.89644,0.21375,0
0.73166,0.93267,33
0.69025,0.60192,27
0.68948,0.73102,20
0.43638,0.1142,7
0.15931,0.99842,29
0.8888,0.37149,8
0.69065,0.6024,27
0.68939,0.73107,20
0.43624,0.11397,7
0.54355,0.46718,34
0.61163,0.68623,21
0.14199,0.47268,17
0.73295,0.93072,33
0.75292,0.75439,1
0.019381,0.64399,0
0.69086,0.60251,27
0.68944,0.73106,20
0.43577,0.11446,7
0.030706,0.46838,31
0.072367,0.18026,18
0.73155,0.93297,33
0.6895,0.73075,20
0.40401,0.80123,22
0.54492,0.46856,34
0.69027,0.60232,27
0.45696,0.81647,28
0.14182,0.47283,17
0.43577,0.11466,7
0.99607,0.49905,25
0.61098,0.68624,21
0.50636,0.48091,9
0.68942,0.73116,20
0.661,0.19724,0
0.69012,0.60188,27
0.5453,0.46461,34
0.43622,0.11449,7
0.73112,0.93086,33
0.15052,0.4435,13
0.68946,0.731,20
0.69075,0.60232,27
0.14188,0.47246,17
0.065422,0.01441,14
0.15896,0.9992,29
0.43587,0.11466,7
0.61106,0.68574,21
0.8895,0.37227,8
0.68985,0.7311,20
0.54415,0.46818,34
0.7898,0.024287,0
0.69018,0.60241,27
0.75282,0.75433,1
0.68944,0.7308,20
0.7305,0.93129,33
0.43588,0.11416,7
0.031467,0.46794,31
0.14165,0.47287,17
0.69065,0.60259,27
0.54409,0.4679,34
0.61155,0.68575,21
0.68953,0.73082,20
0.99515,0.49809,25
0.28305,0.0076448,0
0.43588,0.11458,7
0.73157,0.93244,33
0.68999,0.602,27
0.45667,0.81431,28
0.074788,0.1822,18
0.68954,0.73114,20
0.14193,0.47237,17
0.40761,0.80221,22
0.54458,0.46832,34
0.69077,0.60233,27
0.50617,0.47986,9
0.43617,0.11416,7
0.61156,0.68668,21
0.68942,0.73065,20
1.0284,0.77811,0
0.69036,0.60234,27
0.43569,0.11409,7
0.73243,0.93129,33
0.14156,0.4725,17
0.16082,0.9961,29
0.88865,0.37093,8
0.54506,0.4682,34
0.75288,0.75475,1
0.68947,0.73075,20
0.068572,0.016348,14
0.15126,0.44392,13
0.69067,0.60187,27
0.030121,0.46725,31
0.43628,0.1142,7
0.61154,0.68615,21
0.68968,0.73081,20
0.7965,0.6543,0
0.73196,0.93203,33
0.54517,0.46824,34
0.14156,0.47256,17
0.69087,0.60189,27
0.99503,0.49891,25
0.68983,0.73118,20
0.43635,0.11412,7
0.6907,0.60237,27
0.68942,0.73093,20
0.61146,0.68544,21
0.5439,0.466,34
0.43638,0.11479,7
0.14155,0.47272,17
0.68423,0.30246,0
0.69071,0.60239,27
0.68942,0.73086,20
0.7316,0.93226,33
0.50603,0.48084,9
0.43616,0.11413,7
0.45886,0.82252,28
0.07373,0.18145,18
0.54431,0.46801,34
0.75322,0.75442,1
0.61156,0.68624,21
0.88774,0.37111,8
0.69025,0.60235,27
0.40708,0.80154,22
0.68971,0.73104,20
0.15822,0.99802,29
0.14165,0.47286,17
0.43572,0.11404,7
0.030111,0.46785,31
0.25315,0.54443,0
0.6902,0.60192,27
0.68944,0.73075,20
0.99596,0.49876,25
0.54513,0.46815,34
0.43585,0.11415,7
0.064421,0.017853,14
0.61161,0.68577,21
0.73237,0.93237,33
0.69099,0.60197,27
0.1417,0.47242,17
0.15084,0.44345,13
0.68964,0.73094,20
0.43639,0.1142,7
0.54396,0.46792,34
0.20079,0.30197,0
0.69009,0.60181,27
0.68944,0.73109,20
0.43572,0.11411,7
0.14169,0.4728,17
0.73143,0.93249,33
0.61151,0.68629,21
0.69089,0.60199,27
0.68956,0.73098,20
0.54485,0.46762,34
0.75335,0.7549,1
0.4362,0.11451,7
0.88823,0.37035,8
0.28762,0.55989,0
0.50601,0.47991,9
0.68944,0.73085,20
0.4559,0.81216,28
0.030365,0.46831,31
0.69065,0.60232,27
0.43627,0.11405,7
0.1626,0.99541,29
0.73237,0.9311,33
0.071692,0.18131,18
0.14149,0.47255,17
0.5439,0.46777,34
0.99577,0.4988,25
0.61165,0.68538,21
0.68945,0.73123,20
0.40913,0.80086,22
0.6903,0.60177,27
0.43617,0.11462,7
0.73078,0.93006,33
0.68933,0.73087,20
0.238,0.047913,0
0.69036,0.60169,27
0.43626,0.11454,7
0.14201,0.47195,17
0.54468,0.46804,34
0.68965,0.73101,20
0.070476,0.01698,14
0.61153,0.68615,21
0.43627,0.11414,7
0.69079,0.60237,27
0.15094,0.44377,13
0.43922,1.0273,0
0.7533,0.7548,1
0.54401,0.4679,34
0.88804,0.36942,8
0.69065,0.60191,27
0.43577,0.11453,7
0.14191,0.47282,17
0.029971,0.46749,31
0.61107,0.68577,21
0.46246,0.81072,28
0.73213,0.93203,33
0.50595,0.48058,9
0.69074,0.60234,27
0.43629,0.11399,7
0.99518,0.49885,25
0.54358,0.46713,34
0.31755,0.35364,0
0.16127,0.99607,29
0.1416,0.47234,17
0.69036,0.60188,27
0.43616,0.11452,7
0.072239,0.18109,18
0.61149,0.68634,21
0.54298,0.46805,34
0.73233,0.93184,33
0.43574,0.11405,7
0.69114,0.60233,27
0.40448,0.80308,22
0.80816,0.0015445,0
0.75329,0.75499,1
0.14192,0.47255,17
0.69036,0.60242,27
0.43555,0.11417,7
0.54454,0.46872,34
0.61097,0.68609,21
0.06596,0.018472,14
0.88942,0.37153,8
0.030056,0.46709,31
0.69083,0.60185,27
0.4364,0.1142,7
0.7328,0.93241,33
0.53192,0.60589,0
0.15076,0.44326,13
0.99466,0.49812,25
0.14205,0.4726,17
0.54483,0.46794,34
0.69033,0.60189,27
0.16136,0.99621,29
0.50581,0.48003,9
0.46281,0.8248,28
0.61097,0.6857,21
0.43624,0.11409,7
0.72933,0.93079,33
0.73149,0.9308,33
0.045426,0.56191,0
0.69011,0.60192,27
0.14164,0.47241,17
0.43624,0.11459,7
0.54444,0.46891,34
0.61148,0.68579,21
0.69076,0.60237,27
0.75336,0.75489,1
0.43631,0.1141,7
0.072427,0.18145,18
0.57716,0.71231,0
0.8892,0.36951,8
0.030655,0.46754,31
0.54428,0.46914,34
0.14161,0.47254,17
0.69073,0.60192,27
0.43621,0.11467,7
0.73242,0.93069,33
0.99595,0.49883,25
0.404,0.80359,22
0.61151,0.68616,21
0.69024,0.60198,27
0.067478,0.017307,14
0.73245,0.93217,33
0.5441,0.46795,34
0.43588,0.11418,7
0.14186,0.47268,17
0.56921,0.82737,0
0.15773,0.99769,29
0.69077,0.60236,27
0.50582,0.48045,9
0.15078,0.44344,13
0.5453,0.46845,34
0.4362,0.11405,7
0.61095,0.68614,21
0.69036,0.60179,27
0.14166,0.47246,17
0.45787,0.81564,28
0.75339,0.75445,1
0.43575,0.11466,7
0.61835,0.74417,0
0.73234,0.93269,33
0.69067,0.60183,27
0.54418,0.46836,34
0.030149,0.4679,31
0.88943,0.37017,8
0.61149,0.68569,21
0.99481,0.49916,25
